time,open,high,low,close,Fast_MA,Slow_MA,Signal,Crossover
2024-08-13 06:00:00,1.37414,1.37422,1.37359,1.37395,1.3733732,1.37897315,-1,-1.0
2024-08-13 07:00:00,1.37395,1.37396,1.37353,1.3737599999999999,1.3733884,1.3789392,-1,0.0
2024-08-13 08:00:00,1.37374,1.37394,1.37369,1.3737599999999999,1.3734057999999998,1.3789045000000002,-1,0.0
2024-08-13 09:00:00,1.37374,1.37454,1.37345,1.37353,1.3734346,1.37887125,-1,0.0
2024-08-13 10:00:00,1.3736,1.3736,1.37264,1.37277,1.3734298,1.37883705,-1,0.0
2024-08-13 11:00:00,1.37277,1.3734199999999999,1.37267,1.37334,1.3734210000000002,1.3787968000000002,-1,0.0
2024-08-13 12:00:00,1.37334,1.3739,1.37291,1.3731200000000001,1.3734486000000001,1.3787585999999998,-1,0.0
2024-08-13 13:00:00,1.37313,1.37396,1.3731200000000001,1.37386,1.3734434000000002,1.3787170499999999,-1,0.0
2024-08-13 14:00:00,1.37387,1.37398,1.37329,1.37368,1.3734562,1.3786854499999999,-1,0.0
2024-08-13 15:00:00,1.37368,1.37416,1.37243,1.3728099999999999,1.3734598,1.3786503,-1,0.0
2024-08-13 16:00:00,1.37279,1.37364,1.37257,1.37293,1.3734368000000001,1.3786104000000001,-1,0.0
2024-08-13 17:00:00,1.37293,1.374,1.37196,1.37238,1.373406,1.3785695999999998,-1,0.0
2024-08-13 18:00:00,1.37236,1.37307,1.37202,1.37234,1.3733806,1.3785230999999998,-1,0.0
2024-08-13 19:00:00,1.37235,1.37253,1.37187,1.37191,1.3733518,1.37847295,-1,0.0
2024-08-13 20:00:00,1.37192,1.37219,1.37149,1.37194,1.373338,1.3784161500000003,-1,0.0
2024-08-13 21:00:00,1.3719299999999999,1.3719299999999999,1.37086,1.37119,1.3733222,1.3783596,-1,0.0
2024-08-13 22:00:00,1.37119,1.37122,1.3707,1.37085,1.3732932,1.3783025500000001,-1,0.0
2024-08-13 23:00:00,1.37082,1.3709799999999999,1.37024,1.37038,1.3732484,1.3782457499999998,-1,0.0
2024-08-14 00:00:00,1.3702,1.37056,1.37005,1.37051,1.3731909999999998,1.3781908999999999,-1,0.0
2024-08-14 01:00:00,1.3705,1.37076,1.37043,1.37066,1.3731407999999998,1.37814245,-1,0.0
2024-08-14 02:00:00,1.37064,1.37104,1.37054,1.37097,1.3730972,1.3780782,-1,0.0
2024-08-14 03:00:00,1.37097,1.37104,1.37048,1.37086,1.3730508000000001,1.3780096499999999,-1,0.0
2024-08-14 04:00:00,1.37088,1.37109,1.37042,1.37079,1.3729894000000002,1.3779367500000002,-1,0.0
2024-08-14 05:00:00,1.37079,1.37188,1.37079,1.37152,1.3729346,1.3778581500000002,-1,0.0
2024-08-14 06:00:00,1.37149,1.3719999999999999,1.37148,1.37174,1.3728931999999998,1.3777728999999999,-1,0.0
2024-08-14 07:00:00,1.37175,1.37177,1.37148,1.37173,1.3728631999999998,1.37769515,-1,0.0
2024-08-14 08:00:00,1.37174,1.37191,1.37148,1.37175,1.3728299999999998,1.37761675,-1,0.0
2024-08-14 09:00:00,1.37175,1.3721,1.3712900000000001,1.37135,1.3727934,1.3775407000000002,-1,0.0
2024-08-14 10:00:00,1.37134,1.37143,1.37063,1.3709500000000001,1.3727569999999998,1.3774561,-1,0.0
2024-08-14 11:00:00,1.37093,1.37127,1.37086,1.37087,1.3727134,1.37737045,-1,0.0
2024-08-14 12:00:00,1.37087,1.37093,1.36996,1.37009,1.3726695999999998,1.3772848000000002,-1,0.0
2024-08-14 13:00:00,1.37008,1.37085,1.37008,1.3703,1.3726302000000001,1.3772010499999998,-1,0.0
2024-08-14 14:00:00,1.37029,1.3713899999999999,1.37028,1.37134,1.3725904,1.37712155,-1,0.0
2024-08-14 15:00:00,1.37134,1.37215,1.36995,1.37185,1.3725768000000003,1.3770466,-1,0.0
2024-08-14 16:00:00,1.37188,1.37206,1.3704100000000001,1.37055,1.3725741999999999,1.3769762,-1,0.0
2024-08-14 17:00:00,1.37055,1.3707,1.36886,1.36937,1.3725284,1.3769011,-1,0.0
2024-08-14 18:00:00,1.36937,1.37027,1.36934,1.36962,1.3724428,1.3768175000000002,-1,0.0
2024-08-14 19:00:00,1.36962,1.37148,1.3695599999999999,1.3712,1.3723586,1.3767299,-1,0.0
2024-08-14 20:00:00,1.37122,1.37234,1.37121,1.37177,1.3723134,1.3766483999999999,-1,0.0
2024-08-14 21:00:00,1.37177,1.37244,1.37111,1.37119,1.372268,1.3765691999999998,-1,0.0
2024-08-14 22:00:00,1.3712,1.37195,1.3712,1.37161,1.3722037999999999,1.3764885,-1,0.0
2024-08-14 23:00:00,1.3716,1.37203,1.37113,1.37119,1.3721618,1.3764069,-1,0.0
2024-08-15 00:00:00,1.37122,1.3716599999999999,1.37079,1.37141,1.3721153999999998,1.3763344499999999,-1,0.0
2024-08-15 01:00:00,1.3714,1.3716300000000001,1.37127,1.37133,1.3720561999999998,1.37626655,-1,0.0
