time,open,high,low,close,Fast_MA,Slow_MA,Signal,Crossover
2024-08-13 06:00:00,18.22715,18.22905,18.22575,18.22665,18.2727982,18.33841425,-1,-1.0
2024-08-13 07:00:00,18.22665,18.23549,18.21754,18.21815,18.2705774,18.33850275,-1,0.0
2024-08-13 08:00:00,18.21805,18.23562,18.21735,18.22498,18.2681806,18.3388605,-1,0.0
2024-08-13 09:00:00,18.22498,18.25354,18.22001,18.22062,18.2659514,18.3391083,-1,0.0
2024-08-13 10:00:00,18.22082,18.22723,18.18269,18.18737,18.26333,18.33924465,-1,0.0
2024-08-13 11:00:00,18.18775,18.19791,18.16862,18.19268,18.2600778,18.33912755,-1,0.0
2024-08-13 12:00:00,18.19284,18.21551,18.17342,18.18194,18.2581202,18.339012150000002,-1,0.0
2024-08-13 13:00:00,18.18193,18.18703,18.16309,18.17609,18.2558006,18.338976600000002,-1,0.0
2024-08-13 14:00:00,18.17609,18.17612,18.13971,18.14993,18.2529672,18.3388534,-1,0.0
2024-08-13 15:00:00,18.15013,18.16071,18.10577,18.11994,18.250012,18.3384666,-1,0.0
2024-08-13 16:00:00,18.11994,18.14642,18.10939,18.13428,18.2463072,18.3379365,-1,0.0
2024-08-13 17:00:00,18.13434,18.16667,18.12384,18.14015,18.2426442,18.337449399999997,-1,0.0
2024-08-13 18:00:00,18.14024,18.16098,18.12545,18.15182,18.2393302,18.33705755,-1,0.0
2024-08-13 19:00:00,18.15177,18.15261,18.12483,18.13271,18.235895,18.3365957,-1,0.0
2024-08-13 20:00:00,18.13232,18.15764,18.12978,18.13662,18.2324884,18.33596515,-1,0.0
2024-08-13 21:00:00,18.13677,18.1369,18.10254,18.10254,18.2291144,18.335504150000002,-1,0.0
2024-08-13 22:00:00,18.10553,18.12092,18.09819,18.10182,18.224957200000002,18.33493365,-1,0.0
2024-08-13 23:00:00,18.10176,18.11454,18.0785,18.08249,18.2208004,18.33455005,-1,0.0
2024-08-14 00:00:00,18.08967,18.12901,18.07815,18.11501,18.216644799999997,18.334048250000002,-1,0.0
2024-08-14 01:00:00,18.11501,18.12983,18.09244,18.10075,18.212829199999998,18.33394585,-1,0.0
2024-08-14 02:00:00,18.0942,18.10679,18.0942,18.09561,18.2086932,18.3336884,-1,0.0
2024-08-14 03:00:00,18.09561,18.10454,18.09253,18.09603,18.2046122,18.3333042,-1,0.0
2024-08-14 04:00:00,18.09593,18.09978,18.09349,18.09603,18.2006608,18.33268545,-1,0.0
2024-08-14 05:00:00,18.09603,18.12068,18.09603,18.11092,18.1966514,18.33192315,-1,0.0
2024-08-14 06:00:00,18.11976,18.13271,18.10972,18.12824,18.1931342,18.33107995,-1,0.0
2024-08-14 07:00:00,18.12872,18.13088,18.10846,18.11102,18.1901316,18.330372049999998,-1,0.0
2024-08-14 08:00:00,18.11201,18.11496,18.09497,18.09618,18.1865986,18.329612649999998,-1,0.0
2024-08-14 09:00:00,18.09643,18.13153,18.086,18.09165,18.1824668,18.328833399999997,-1,0.0
2024-08-14 10:00:00,18.09118,18.10517,18.0709,18.07439,18.1784612,18.32785325,-1,0.0
2024-08-14 11:00:00,18.07412,18.0865,18.06709,18.07009,18.1740452,18.32678835,-1,0.0
2024-08-14 12:00:00,18.07014,18.07809,18.04564,18.06054,18.1704562,18.325690899999998,-1,0.0
2024-08-14 13:00:00,18.06022,18.07644,18.03717,18.04053,18.167107199999997,18.3245771,-1,0.0
2024-08-14 14:00:00,18.04063,18.06164,18.02963,18.05309,18.163433599999998,18.3233719,-1,0.0
2024-08-14 15:00:00,18.05324,18.07522,18.00354,18.05175,18.1605952,18.3222685,-1,0.0
