time,open,high,low,close,Fast_MA,Slow_MA,Signal,Crossover
2024-08-13 06:00:00,147.376,147.506,147.305,147.475,147.11610000000002,146.855955,0,0.0
2024-08-13 07:00:00,147.475,147.797,147.428,147.71,147.12402,146.84433,0,0.0
2024-08-13 08:00:00,147.709,147.821,147.599,147.651,147.12842,146.833035,0,0.0
2024-08-13 09:00:00,147.642,147.945,147.554,147.881,147.13703999999998,146.82184999999998,0,0.0
2024-08-13 10:00:00,147.884,147.943,147.764,147.855,147.15698,146.810405,0,0.0
2024-08-13 11:00:00,147.836,147.891,147.669,147.841,147.17386,146.80076,0,0.0
2024-08-13 12:00:00,147.841,147.918,147.703,147.89,147.18676000000002,146.792775,0,0.0
2024-08-13 13:00:00,147.893,147.915,147.531,147.531,147.2005,146.78635999999997,0,0.0
2024-08-13 14:00:00,147.531,147.611,147.311,147.35,147.20708,146.77518,0,0.0
2024-08-13 15:00:00,147.347,147.509,147.041,147.403,147.20934,146.764105,0,0.0
2024-08-13 16:00:00,147.403,147.47,146.85,147.075,147.21452000000002,146.752705,0,0.0
2024-08-13 17:00:00,147.082,147.171,146.899,146.996,147.2158,146.739285,0,0.0
2024-08-13 18:00:00,146.996,147.091,146.942,146.97,147.22018,146.72411,0,0.0
2024-08-13 19:00:00,146.968,146.971,146.704,146.733,147.22732,146.709635,0,0.0
2024-08-13 20:00:00,146.734,146.909,146.707,146.901,147.23123999999999,146.694825,0,0.0
2024-08-13 21:00:00,146.901,146.902,146.646,146.676,147.2394,146.67959000000002,0,0.0
2024-08-13 22:00:00,146.678,146.855,146.597,146.831,147.24072,146.662835,0,0.0
2024-08-13 23:00:00,146.825,146.902,146.788,146.82,147.24348,146.644365,0,0.0
2024-08-14 00:00:00,146.809,146.852,146.558,146.846,147.2476,146.62417,0,0.0
2024-08-14 01:00:00,146.839,146.866,146.733,146.818,147.2517,146.605885,0,0.0
2024-08-14 02:00:00,146.818,147.012,146.776,146.944,147.25634,146.58973,0,0.0
2024-08-14 03:00:00,146.945,147.143,146.917,147.092,147.26051999999999,146.57414,0,0.0
2024-08-14 04:00:00,147.092,147.184,146.749,146.861,147.2625,146.560115,0,0.0
2024-08-14 05:00:00,146.861,146.896,146.072,146.46,147.25827999999998,146.54569,0,0.0
2024-08-14 06:00:00,146.459,146.906,146.328,146.776,147.25045999999998,146.53021999999999,0,0.0
2024-08-14 07:00:00,146.775,147.064,146.75,146.865,147.2467,146.51523500000002,0,0.0
2024-08-14 08:00:00,146.865,147.094,146.774,147.084,147.24524,146.50285,0,0.0
2024-08-14 09:00:00,147.083,147.314,146.904,147.187,147.24292,146.4917,0,0.0
2024-08-14 10:00:00,147.187,147.422,147.109,147.408,147.24416,146.48108,0,0.0
2024-08-14 11:00:00,147.409,147.495,147.099,147.113,147.2483,146.47207,0,0.0
2024-08-14 12:00:00,147.112,147.16,147.028,147.1,147.24615999999997,146.46074000000002,0,0.0
2024-08-14 13:00:00,147.101,147.147,146.84,146.868,147.24378000000002,146.448745,0,0.0
2024-08-14 14:00:00,146.868,146.97,146.829,146.89,147.23392,146.43524000000002,0,0.0
2024-08-14 15:00:00,146.89,147.574,146.507,147.31,147.22541999999999,146.42223,0,0.0
2024-08-14 16:00:00,147.313,147.438,146.913,146.954,147.22332,146.412475,0,0.0
2024-08-14 17:00:00,146.962,147.009,146.573,146.763,147.21098,146.402515,0,0.0
2024-08-14 18:00:00,146.765,146.885,146.637,146.867,147.19194,146.392065,0,0.0
2024-08-14 19:00:00,146.866,146.965,146.82,146.945,147.17384,146.380345,0,0.0
2024-08-14 20:00:00,146.944,147.262,146.932,147.209,147.15524,146.369695,0,0.0
2024-08-14 21:00:00,147.21,147.264,147.167,147.242,147.14856,146.361315,0,0.0
2024-08-14 22:00:00,147.242,147.377,147.203,147.34,147.14636,146.35352500000002,0,0.0
2024-08-14 23:00:00,147.34,147.439,147.287,147.304,147.14956,146.345175,0,0.0
2024-08-15 00:00:00,147.299,147.305,147.203,147.242,147.1496,146.34452000000002,0,0.0
2024-08-15 01:00:00,147.242,147.305,147.145,147.283,147.15084000000002,146.3454,0,0.0
2024-08-15 02:00:00,147.277,147.401,147.216,147.266,147.15284,146.348445,0,0.0
2024-08-15 03:00:00,147.283,147.359,147.154,147.227,147.15476,146.34986999999998,0,0.0
2024-08-15 04:00:00,147.227,147.602,147.2,147.522,147.15673999999999,146.351775,0,0.0
2024-08-15 05:00:00,147.522,147.584,147.416,147.463,147.16674,146.355185,0,0.0
2024-08-15 06:00:00,147.463,147.472,147.338,147.404,147.17068,146.360055,0,0.0
