time,open,high,low,close,tick_volume,spread,real_volume
1737721980,1.04942,1.04942,1.04926,1.04931,44,4,0
1737722040,1.04929,1.04931,1.04901,1.04909,41,4,0
1737722100,1.04912,1.04922,1.04906,1.04911,34,4,0
1737722160,1.04913,1.04944,1.04913,1.04942,34,4,0
1737722220,1.04943,1.04943,1.04915,1.04915,30,4,0
1737722280,1.04916,1.04916,1.04881,1.04881,37,4,0
1737722340,1.0488,1.0488,1.0487,1.04874,39,4,0
1737722400,1.04873,1.04878,1.04866,1.04867,30,4,0
1737722460,1.04869,1.04881,1.04865,1.04865,32,4,0
1737722520,1.04865,1.0489,1.04865,1.04886,25,4,0
1737722580,1.04886,1.04891,1.0488,1.0489,27,4,0
1737722640,1.04887,1.04897,1.04887,1.04895,35,4,0
1737722700,1.04895,1.04899,1.04867,1.04867,46,4,0
1737722760,1.04867,1.04884,1.04864,1.0488,31,4,0
1737722820,1.0488,1.04882,1.04875,1.04878,22,4,0
1737722880,1.04879,1.04899,1.04878,1.04897,24,4,0
1737722940,1.04897,1.04901,1.04886,1.04892,25,4,0
1737723000,1.04891,1.04891,1.04879,1.04879,18,4,0
1737723060,1.04878,1.04889,1.04876,1.04888,25,4,0
1737723120,1.04886,1.04901,1.0488,1.0488,44,4,0
1737723180,1.04881,1.04889,1.04869,1.04884,36,4,0
1737723240,1.04884,1.04898,1.04884,1.04887,26,4,0
1737723300,1.04886,1.049,1.04886,1.04886,28,4,0
1737723360,1.04887,1.04901,1.04887,1.04894,25,4,0
1737723420,1.04894,1.04899,1.04866,1.04866,20,4,0
1737723480,1.04866,1.04899,1.04866,1.04899,25,4,0
1737723540,1.04899,1.049,1.04886,1.0489,36,4,0
1737723600,1.0489,1.04891,1.04879,1.04885,31,4,0
1737723660,1.04887,1.04889,1.04879,1.04887,16,4,0
1737723720,1.04886,1.04899,1.04886,1.04895,18,4,0
1737723780,1.04895,1.04897,1.04885,1.04886,35,4,0
1737723840,1.04886,1.04891,1.0488,1.04885,19,4,0
1737723900,1.04885,1.04901,1.04885,1.049,32,4,0
1737723960,1.049,1.0493,1.049,1.04917,26,4,0
1737724020,1.04917,1.04918,1.04907,1.04907,17,4,0
1737724080,1.04906,1.04907,1.0489,1.04896,27,4,0
1737724140,1.04896,1.04896,1.04865,1.04874,35,4,0
1737724200,1.04872,1.04901,1.04871,1.0489,34,4,0
1737724260,1.04888,1.04904,1.04886,1.04897,36,4,0
1737724320,1.04898,1.04917,1.04892,1.04914,30,4,0
1737724380,1.04914,1.04921,1.04906,1.04915,40,4,0
1737724440,1.04915,1.04916,1.04901,1.04906,22,4,0
1737724500,1.04907,1.04909,1.04886,1.04891,28,4,0
1737724560,1.04891,1.04891,1.04877,1.04888,30,4,0
1737724620,1.04893,1.04903,1.0489,1.04901,24,4,0
1737724680,1.04906,1.0491,1.04901,1.04903,29,4,0
1737724740,1.04901,1.04905,1.04886,1.04886,19,4,0
1737724800,1.04885,1.04902,1.04885,1.04901,26,4,0
1737724860,1.04901,1.04907,1.04889,1.04895,25,4,0
1737724920,1.04895,1.04905,1.04886,1.04886,23,4,0
1737724980,1.04886,1.04895,1.04886,1.04892,19,4,0
1737725040,1.04887,1.04894,1.04881,1.04882,25,4,0
1737725100,1.04881,1.04885,1.04871,1.0488,26,4,0
1737725160,1.04882,1.04891,1.0488,1.0489,29,4,0
1737725220,1.0489,1.04904,1.0489,1.04895,27,4,0
1737725280,1.04895,1.04912,1.04893,1.04912,36,4,0
1737725340,1.04903,1.04903,1.04882,1.04882,21,4,0
1737725400,1.0488,1.04881,1.04859,1.0486,27,4,0
1737725460,1.0486,1.04867,1.04859,1.04864,28,4,0
1737725520,1.04862,1.04866,1.04835,1.04835,44,4,0
1737725580,1.04836,1.04836,1.04819,1.04819,33,4,0
1737725640,1.0482,1.04824,1.04814,1.04815,27,4,0
1737725700,1.04814,1.04826,1.0481,1.0482,30,4,0
1737725760,1.0482,1.04837,1.04814,1.04837,29,4,0
1737725820,1.04837,1.04856,1.04824,1.04856,31,4,0
1737725880,1.04855,1.0486,1.0484,1.04849,25,4,0
1737725940,1.04849,1.04855,1.04841,1.04844,24,4,0
1737726000,1.04837,1.04851,1.04834,1.04848,38,4,0
1737726060,1.0485,1.04851,1.0483,1.0483,32,4,0
1737726120,1.0483,1.04841,1.0483,1.0484,21,4,0
1737726180,1.04838,1.04849,1.04837,1.04846,20,4,0
1737726240,1.04845,1.04845,1.04828,1.04828,26,4,0
